DAUID,revenu_median,Nombre_ménages_faible_revenu,Pourcentage_population_active_15_64_ans,nombre_pop_total
"24663094",158000,5,74,541
"24662905",56400,10,71,773
"24660401",98000,10,65,508
"24660278",86000,5,64,535
"24660280",100000,0,64,451
"24660387",101000,5,63,420
"24660279",90000,0,58,364
"24660283",54400,5,62,431
"24660399",93000,0,63,449
"24660281",68000,5,56,599
"24660288",56800,10,57,634
"24660285",63600,10,63,752
"24660282",63600,0,57,543
"24660400",95000,5,59,583
"24660284",54800,10,63,668
"24660305",58000,0,60,444
"24660306",56000,5,58,602
"24660311",60800,10,63,941
"24660307",60800,5,60,511
"24660303",58000,10,59,614
"24660309",83000,0,63,485
"24662964",50800,10,64,456
"24660310",62400,0,62,600
"24660308",58400,5,61,371
"24660304",56800,10,57,428
"24662970",54400,10,59,532
"24660302",60000,30,73,861
"24662969",59200,5,59,732
"24660301",90000,5,63,1468
"24662762",53600,10,63,593
"24660132",64000,10,63,541
"24660212",57600,0,63,552
"24660210",58400,5,57,706
"24660141",71500,0,67,520
"24660142",54400,0,58,488
"24660140",50800,10,64,691
"24660213",54000,10,59,587
"24660134",50800,10,67,553
"24660209",60400,5,55,366
"24660135",63200,10,62,492
"24660136",49600,5,54,287
"24660207",52400,5,58,370
"24660137",54000,15,66,504
"24660208",58800,5,59,342
"24660138",50400,45,36,1806
"24660291",40800,15,61,399
"24660139",53200,5,58,385
"24660144",60800,5,64,1355
"24660206",38400,15,55,474
"24660205",49600,35,26,1753
"24660178",110000,5,68,502
"24660179",79000,5,62,463
"24660180",77000,5,63,584
"24660181",32000,85,51,937
"24660202",53200,10,64,497
"24660182",46000,5,69,696
"24660214",50800,5,62,512
"24660289",38400,110,53,1071
"24660287",66000,5,57,489
"24660286",60400,0,60,633
"24660290",56800,5,65,698
"24660292",45600,10,68,714
"24660293",57600,15,45,568
"24660295",62000,10,65,622
"24660294",60400,5,58,417
"24660300",51600,10,60,652
"24660296",63200,10,61,724
"24662961",46800,25,58,730
"24660203",49200,25,53,1303
"24663298",61200,5,62,1041
"24662958",54800,5,67,678
"24660201",56800,5,63,536
"24663282",,,33,514
"24662845",69500,10,58,420
"24662841",79500,10,67,737
"24662844",66500,10,58,364
"24662826",54000,10,67,617
"24662827",57600,10,68,923
"24662828",77000,10,56,367
"24660199",96000,0,61,462
"24660299",53200,10,55,802
"24660298",106000,5,64,279
"24660297",90000,5,66,421
"24662850",65500,15,62,517
"24662851",78500,10,74,635
"24660183",51600,10,65,525
"24660198",88000,0,64,572
"24660185",78500,5,61,334
"24660186",68000,5,64,845
"24660187",66000,0,63,537
"24660197",74000,5,65,568
"24660188",72000,0,66,640
"24660189",58000,5,69,544
"24660191",52000,0,62,497
"24660196",52800,15,64,452
"24660192",57200,5,63,611
"24660194",64500,0,65,360
"24660193",48400,10,66,426
"24660200",81000,0,60,477
"24662849",64500,0,60,922
"24662904",100000,5,68,688
"24660195",83000,5,67,614
"24662853",48400,5,62,393
"24662855",60800,0,64,423
"24662839",97000,10,66,1435
"24662840",53600,0,63,570
"24662836",47600,5,65,464
"24662834",45600,20,69,650
"24662838",82000,5,64,386
"24662837",56400,10,64,428
"24662842",59200,5,59,725
"24662843",77500,5,61,512
"24662835",82000,5,67,398
"24662832",95000,0,67,447
"24662833",79500,0,62,469
"24662831",94000,5,69,426
"24662829",56000,10,65,486
"24662852",73000,0,62,469
"24662877",81000,0,58,395
"24663477",58400,20,46,1170
"24660102",73000,0,71,512
"24660150",52000,5,71,556
"24660152",72000,5,34,886
"24660153",49600,10,70,432
"24660154",62000,10,64,491
"24660175",58800,5,70,600
"24660157",62400,5,63,613
"24660159",61600,10,63,635
"24662909",86000,20,61,5132
"24663216",44800,5,73,782
"24660148",50800,5,61,587
"24660145",81000,10,61,471
"24660143",69000,0,60,367
"24660146",60000,5,64,556
"24660147",43200,5,63,629
"24660149",71000,10,52,1132
"24660204",59200,0,66,479
"24660176",84000,10,64,779
"24660177",107000,0,65,380
"24660169",88000,5,65,533
"24660168",103000,0,52,401
"24660174",64000,5,63,676
"24660167",42400,15,65,783
"24660171",71500,5,63,640
"24660184",54800,5,64,396
"24660170",73000,0,63,475
"24660166",77000,5,60,572
"24660173",66000,5,66,483
"24660172",39600,5,72,447
"24660165",68500,10,63,1000
"24660164",58400,10,63,615
"24660163",60800,30,63,1120
"24660161",70500,5,67,360
"24660190",69000,0,66,754
"24660160",83000,0,64,399
"24660162",62800,0,57,471
"24662908",62800,0,60,477
"24662907",65000,5,66,586
"24662906",74500,25,58,835
"24661234",77500,5,51,391
"24661231",170000,0,71,352
"24661229",57600,10,68,1234
"24661218",57600,5,83,445
"24661219",58400,5,75,359
"24661220",54400,10,74,381
"24661222",58800,20,59,1066
"24661148",37200,20,69,594
"24661223",42400,20,64,1018
"24661237",,,50,90
"24661228",91000,5,63,502
"24661226",81000,5,61,854
"24661225",78500,0,59,288
"24661227",110000,10,67,1520
"24663254",86000,15,33,1526
"24661224",78500,20,59,1286
"24661241",105000,5,55,686
"24661240",82000,15,67,3198
"24661221",57200,10,77,455
"24661149",47200,10,78,563
"24661147",46800,10,84,622
"24661041",58000,5,69,542
"24661042",52400,5,75,569
"24661030",49200,10,72,854
"24661028",60000,5,72,480
"24662168",46800,10,81,592
"24661050",56800,5,82,536
"24661049",48400,10,72,405
"24661054",70500,10,75,873
"24661052",61200,5,81,492
"24661053",56400,5,80,500
"24663289",56400,10,81,674
"24661058",50800,20,84,662
"24661029",64000,5,71,422
"24661026",53200,10,73,695
"24661027",47600,10,63,535
"24661025",51600,10,71,497
"24661055",72000,10,77,1282
"24661187",60800,5,80,584
"24663290",51600,55,55,877
"24661184",53200,5,79,550
"24661185",52400,10,79,551
"24661183",50000,40,75,778
"24661178",52400,5,80,347
"24661179",57200,10,76,1003
"24661180",35600,30,75,704
"24661181",48800,20,72,607
"24661182",60800,10,74,497
"24662128",63200,5,79,981
"24662125",46800,15,79,682
"24661143",50400,5,84,500
"24661141",56800,5,80,518
"24661155",51200,5,81,482
"24661153",47600,10,80,503
"24661154",48000,5,80,417
"24661152",53600,5,80,511
"24661151",54800,0,78,366
"24661150",49600,10,86,691
"24662126",66000,5,79,541
"24661144",52800,10,76,777
"24661139",59600,5,63,719
"24661146",56000,15,79,611
"24661145",53600,5,77,312
"24661138",69000,5,74,449
"24661140",56800,5,81,529
"24661136",61600,10,61,569
"24661142",56400,5,83,462
"24661135",61200,35,68,768
"24661134",55200,5,77,507
"24662127",41600,65,69,684
"24661248",42400,5,80,346
"24661137",51200,0,79,677
"24661133",59200,0,76,395
"24661132",61200,10,71,502
"24661131",54800,5,72,503
"24661130",58400,5,82,505
"24661249",68000,5,74,556
"24661242",58800,5,73,684
"24661059",44800,10,90,400
"24662131",52400,5,78,556
"24662132",53200,5,79,595
"24662133",61200,5,72,525
"24662130",46400,10,82,462
"24662136",62400,15,87,1857
"24661060",54000,15,79,634
"24662134",35200,20,58,485
"24662135",75000,0,88,469
"24661118",51200,5,67,502
"24661119",76000,15,69,842
"24661120",97000,0,67,850
"24661129",58000,15,80,695
"24662129",54800,20,79,592
"24661125",54800,25,68,1028
"24661250",60400,5,73,663
"24661128",49600,5,74,594
"24661127",62800,5,74,702
"24661243",28000,70,63,616
"24661247",51600,15,72,407
"24661244",65000,10,71,528
"24661246",72000,15,72,566
"24661245",71000,5,69,487
"24661251",48800,10,73,597
"24661126",53600,5,77,704
"24663365",70000,15,52,884
"24661099",68000,5,62,394
"24663246",52800,20,73,1594
"24661102",94000,30,44,915
"24661093",40000,10,79,419
"24661103",40400,10,72,576
"24661080",30000,5,89,1305
"24661094",30200,10,89,807
"24663243",32800,20,82,1022
"24663242",32800,25,86,1674
"24663258",75000,25,33,1027
"24662144",90000,15,33,782
"24662143",79000,5,62,388
"24661087",30000,5,88,585
"24661104",34000,25,82,1572
"24661086",,,94,160
"24661105",34000,5,89,377
"24661106",28600,35,90,5477
"24663453",71500,10,76,642
"24663452",55200,20,87,2390
"24663444",81000,15,63,1085
"24663488",63200,5,93,1362
"24663489",66000,5,91,1451
"24661117",26200,75,47,521
"24662137",67000,0,92,313
"24661116",54800,5,75,573
"24662138",73500,10,70,667
"24661114",67000,15,70,616
"24663436",50400,20,75,650
"24663438",38400,55,80,1534
"24662142",47200,50,50,795
"24662141",28400,15,78,542
"24663369",43600,15,78,737
"24662140",31800,20,75,1102
"24663441",,,,0
"24661121",72500,5,73,655
"24661122",35200,40,68,585
"24661252",58000,80,70,1339
"24661123",39200,30,65,544
"24661124",69500,25,78,2375
"24661110",70000,5,47,549
"24663434",38800,10,67,643
"24661111",44000,15,76,579
"24661109",48400,10,75,557
"24663445",70000,35,86,4206
"24661113",53600,10,70,679
"24663437",41600,35,80,1672
"24661108",76000,0,73,446
"24663368",38000,20,80,1534
"24661083",42800,5,83,451
"24663367",30200,5,90,668
"24661084",41600,5,89,608
"24661082",34800,10,87,793
"24663366",41600,10,85,690
"24661081",34400,10,87,576
"24663486",64000,10,90,2281
"24663490",68000,0,92,2081
"24663491",72500,0,91,1014
"24663439",123000,10,43,559
"24663335",,,,0
"24663493",69000,5,91,485
"24663492",76500,5,86,1001
"24663292",58000,0,70,843
"24661727",54800,0,72,443
"24661725",56800,0,73,323
"24660093",61200,0,73,612
"24660095",52000,10,67,536
"24660092",43200,5,72,375
"24663227",52400,5,66,593
"24660058",41200,25,51,418
"24663236",54400,10,71,502
"24660057",62400,0,69,955
"24660128",58000,5,65,476
"24663219",68000,5,64,596
"24660129",61600,10,59,514
"24663222",64500,5,64,319
"24663221",60000,0,64,428
"24661699",62000,5,62,714
"24661700",46400,15,58,638
"24661701",77000,10,59,475
"24660131",57200,5,65,593
"24661702",60800,5,61,500
"24660133",62000,10,65,622
"24663223",66000,5,66,637
"24660130",67500,10,59,560
"24661916",44800,15,83,653
"24661751",49200,5,86,274
"24661917",52800,20,80,743
"24661749",46800,5,80,495
"24661750",42000,25,75,512
"24661747",49200,5,85,469
"24661748",57200,15,81,990
"24661745",58800,0,85,456
"24661746",48000,10,81,768
"24661744",54400,5,80,630
"24661763",54800,15,77,988
"24661758",49600,5,83,468
"24661759",48000,10,79,476
"24661762",50800,15,78,562
"24661741",51200,10,76,604
"24661760",42400,5,82,417
"24661761",56000,15,80,769
"24661740",52000,5,77,448
"24661918",49200,15,78,602
"24661919",40400,35,71,802
"24661743",46400,25,77,502
"24661742",47600,10,80,509
"24661920",41600,25,72,445
"24661739",51200,5,85,585
"24661738",35200,70,64,676
"24661921",48800,5,79,376
"24661737",46000,5,78,454
"24661736",50000,5,79,506
"24661922",45200,5,77,438
"24661735",51600,10,78,539
"24661728",48000,10,81,825
"24661734",51600,5,75,573
"24661733",47600,10,73,448
"24661732",44800,5,76,411
"24662064",55600,5,76,672
"24663326",59600,5,76,444
"24661731",68500,5,76,515
"24663327",44400,15,79,625
"24663325",52000,0,84,526
"24663328",57600,15,78,800
"24663324",29000,50,63,390
"24661730",51200,10,76,448
"24663323",57600,0,78,383
"24663322",60800,10,78,921
"24661729",,,44,271
"24661720",56000,10,75,710
"24661718",49600,10,71,439
"24661723",52800,10,75,645
"24661764",54800,5,65,416
"24661765",48000,50,76,857
"24661766",59200,5,78,823
"24661767",60000,20,82,1316
"24662065",41600,15,77,592
"24662066",60800,20,80,1123
"24662055",38800,65,73,972
"24662058",72000,10,75,1072
"24662056",46000,10,81,818
"24662057",42800,5,68,501
"24661719",57600,5,74,609
"24661711",56800,10,71,549
"24660104",57200,5,74,640
"24661721",59200,5,68,489
"24661717",55600,5,69,415
"24661716",58000,15,79,683
"24661714",48800,5,73,528
"24661715",41600,10,67,705
"24661726",60000,5,67,424
"24660109",41200,15,63,614
"24660107",46400,0,65,512
"24660108",37200,20,58,747
"24663318",42800,15,60,466
"24663319",47600,15,67,536
"24663317",54400,5,61,449
"24663315",73000,5,68,658
"24663316",41200,35,63,597
"24663478",86000,10,60,1429
"24660094",65500,5,64,577
"24660096",64500,5,70,541
"24660103",50000,5,63,391
"24660097",53600,5,68,515
"24660090",49600,20,65,1068
"24660089",71000,5,69,390
"24660091",60400,5,74,606
"24660098",62000,0,65,490
"24660099",40800,50,66,727
"24660088",61600,0,62,470
"24660101",69000,5,63,464
"24660087",47600,10,67,828
"24660086",48000,10,70,384
"24660100",42000,5,74,479
"24660085",48800,10,71,590
"24660079",61600,5,71,474
"24663228",45200,10,64,621
"24660083",54000,0,68,471
"24663229",51600,5,67,433
"24660151",60000,5,62,427
"24660084",58400,0,62,467
"24660080",57200,5,68,636
"24660077",61200,10,60,459
"24660078",62400,10,68,530
"24660082",52800,5,71,676
"24660081",58400,5,64,700
"24660075",51200,5,64,469
"24660076",51200,10,65,493
"24663232",46800,10,70,568
"24663230",49600,0,70,483
"24663239",51600,5,65,716
"24663231",52000,0,69,646
"24660074",54000,5,74,449
"24663238",57600,5,66,446
"24660155",59600,10,66,623
"24660073",51200,10,66,460
"24663233",58400,5,64,482
"24660071",58800,0,64,540
"24660072",51600,10,68,594
"24663235",53200,30,66,1461
"24663234",56400,10,62,575
"24660070",54400,5,66,486
"24663237",57200,5,70,417
"24660065",51200,5,65,590
"24660156",36000,40,54,840
"24660158",58400,0,66,558
"24662910",45200,5,68,602
"24660069",45200,5,67,636
"24660061",55200,0,78,603
"24660062",52800,0,70,495
"24660066",62800,0,62,518
"24660063",42000,15,65,695
"24660064",54800,5,68,670
"24660067",56800,5,66,541
"24660068",68000,5,65,508
"24661710",58400,0,71,596
"24661713",58800,10,72,559
"24661712",59600,0,65,375
"24662103",50800,5,69,485
"24663241",32400,55,57,1100
"24660112",61200,5,67,422
"24660111",48800,0,69,358
"24660114",46800,10,72,654
"24660115",53600,5,65,412
"24660110",57200,5,67,647
"24660118",62800,5,63,580
"24660117",48400,10,64,539
"24663218",68000,0,56,668
"24663320",53200,5,73,589
"24663321",71500,10,67,545
"24660046",52800,10,64,426
"24660044",67000,5,44,377
"24660059",29800,70,52,554
"24660048",50000,5,70,473
"24660047",54000,0,53,391
"24660041",43600,10,65,602
"24660060",63600,5,69,566
"24660056",67000,5,70,583
"24660055",47600,5,74,601
"24660054",58400,0,68,498
"24660053",52800,5,69,442
"24660052",59200,10,64,531
"24662915",48800,5,65,459
"24662912",55600,5,65,458
"24660051",68500,5,68,390
"24660050",53600,5,68,586
"24662914",62000,5,70,558
"24662913",71000,0,65,347
"24660049",50400,35,60,514
"24662916",57200,5,66,710
"24662957",64000,5,67,459
"24662911",82000,0,70,611
"24662956",72500,0,66,354
"24662955",70000,5,65,438
"24662918",55200,5,66,629
"24662917",73500,5,63,492
"24662919",79000,0,65,445
"24660040",69500,5,64,480
"24662954",79500,0,63,443
"24660039",48400,5,71,494
"24662923",87000,0,64,419
"24662952",77500,5,58,527
"24662953",89000,0,59,406
"24660038",46400,5,66,568
"24662921",90000,0,49,597
"24662922",53600,10,61,589
"24662903",58400,15,58,650
"24662900",75500,10,64,534
"24662899",92000,0,68,524
"24662942",90000,5,80,1469
"24662920",52400,5,66,433
"24662233",56000,10,77,1644
"24662238",57200,10,60,872
"24662237",56400,10,66,439
"24662236",95000,10,65,892
"24662235",35600,10,78,345
"24662232",66500,5,65,533
"24662234",40400,10,75,507
"24662432",79000,0,69,533
"24662224",107000,0,62,422
"24662218",45600,15,73,535
"24662225",120000,0,66,439
"24662223",104000,0,60,477
"24662222",111000,0,64,594
"24662230",114000,5,60,552
"24662220",50800,10,65,698
"24662219",60800,5,65,404
"24662229",110000,0,64,588
"24662211",62800,10,64,532
"24662210",66000,0,67,437
"24662212",50000,5,63,437
"24662213",79000,5,63,416
"24662216",60400,15,28,1393
"24662214",36800,15,63,592
"24662215",35200,35,68,823
"24662217",43200,40,40,1195
"24662193",61200,10,64,1048
"24663465",65000,15,76,984
"24663466",69500,10,72,1086
"24662197",57600,0,66,592
"24662196",50000,0,69,483
"24662192",58400,10,72,539
"24662195",57600,0,64,523
"24662187",57600,10,59,685
"24663394",,,42,330
"24663393",49600,5,72,381
"24663391",48800,10,69,512
"24663147",49200,5,73,580
"24663392",48000,15,69,516
"24662231",118000,0,65,396
"24663260",89000,15,68,1783
"24662227",118000,0,63,565
"24662226",110000,5,64,613
"24662228",109000,0,67,690
"24662221",88000,5,66,645
"24662209",46400,15,65,751
"24663386",55600,15,68,712
"24663146",56400,10,68,551
"24663145",56000,5,72,639
"24663143",40800,5,61,472
"24663144",45200,10,51,898
"24663387",49200,5,69,558
"24663149",47200,10,65,298
"24663150",52000,10,67,508
"24663142",31800,20,68,774
"24662198",64000,10,67,614
"24662200",46400,10,68,456
"24662204",48400,10,68,618
"24662201",43600,5,75,580
"24662199",44000,15,70,593
"24662203",41200,35,56,909
"24662202",48400,5,66,534
"24662206",98000,0,71,423
"24662205",77000,5,71,939
"24663388",52800,5,70,544
"24663473",76000,5,66,1087
"24662726",58800,10,67,454
"24662724",56000,5,63,481
"24662723",43200,20,63,623
"24662806",57600,10,60,512
"24662736",59600,10,64,700
"24662734",62800,0,58,596
"24662735",56800,0,63,340
"24662737",58400,5,68,493
"24663472",119000,5,68,1105
"24662804",52800,10,65,586
"24662738",56400,5,64,667
"24662739",62000,5,64,624
"24662968",42000,15,69,768
"24662802",65500,10,63,473
"24662740",52000,10,64,743
"24662741",54400,10,66,498
"24662803",47200,5,72,252
"24662744",66500,15,69,781
"24662742",62800,15,64,559
"24662743",45600,10,65,535
"24662790",62000,0,64,554
"24662967",62000,10,62,665
"24662966",35600,30,70,570
"24662745",59200,10,67,770
"24662746",42000,20,69,604
"24662747",33200,30,67,923
"24662791",66500,5,64,783
"24662748",67500,0,66,442
"24662789",92000,5,62,612
"24662788",55600,10,60,485
"24662787",73500,0,65,528
"24662786",96000,0,68,552
"24662962",58800,5,60,414
"24662749",60400,10,65,766
"24662965",37200,30,64,650
"24662751",65000,5,65,468
"24662750",64500,5,63,494
"24662752",59200,10,60,414
"24662753",62000,5,64,494
"24662754",58000,10,63,456
"24660277",61200,5,62,509
"24660322",61200,5,61,695
"24660320",62000,0,62,586
"24660321",59200,5,57,711
"24660319",63200,5,58,459
"24660402",61200,10,58,770
"24660316",56400,10,60,561
"24660386",78500,10,62,516
"24660312",60800,10,59,483
"24660315",78000,10,61,407
"24660314",66500,5,69,751
"24660313",62400,5,61,754
"24662760",43600,30,66,1049
"24662759",68000,0,62,550
"24662758",58400,5,65,426
"24660384",57600,10,58,564
"24660388",66000,10,60,499
"24660224",67000,5,61,441
"24660219",56800,15,38,750
"24660221",59600,5,65,385
"24660220",46400,15,64,982
"24660217",53200,10,61,538
"24660222",59200,10,58,565
"24660216",64500,0,61,434
"24660223",56800,15,61,626
"24660211",59600,15,62,836
"24662665",48800,10,70,639
"24662708",44000,15,70,637
"24662707",72000,0,61,492
"24662671",54000,10,70,580
"24662703",38800,20,43,643
"24662706",48000,10,69,636
"24662705",32000,25,19,542
"24662704",44400,15,63,727
"24662699",42800,5,61,486
"24662698",45200,10,66,369
"24662694",50800,15,61,512
"24663281",34000,55,30,1079
"24662670",51600,10,54,355
"24662668",56800,5,66,592
"24662685",51600,10,68,555
"24662696",51200,10,70,624
"24662687",52800,10,68,588
"24662729",51200,10,66,566
"24662688",52400,5,64,512
"24662689",49600,10,65,537
"24662695",54000,10,63,1014
"24662690",58400,5,66,766
"24662721",50400,10,64,735
"24662691",54800,5,61,578
"24662693",51600,5,70,485
"24662720",55600,15,60,629
"24662692",62400,10,69,406
"24662719",50000,5,64,960
"24662718",38800,25,68,620
"24662717",66500,5,54,1237
"24662715",63200,5,64,520
"24662800",45600,10,64,564
"24662716",46000,5,53,485
"24662797",50800,15,67,613
"24662714",39600,25,56,603
"24662798",46000,20,58,985
"24662799",58800,5,62,405
"24662722",55600,15,62,672
"24662805",56800,10,64,576
"24662801",55200,5,61,496
"24662796",56400,10,62,571
"24662795",54400,10,65,487
"24662792",52800,5,63,435
"24662793",57600,5,66,466
"24662808",66000,5,66,444
"24662785",65500,5,67,594
"24662784",69000,5,64,648
"24662782",63200,15,63,651
"24662809",57600,5,61,528
"24662963",63200,0,66,456
"24662755",71000,5,68,510
"24662772",51600,5,65,607
"24662764",48800,10,68,600
"24662771",42400,10,67,484
"24662770",36800,25,69,590
"24662769",43200,15,64,640
"24662768",44400,10,67,592
"24662767",44000,5,69,564
"24662773",40800,15,65,831
"24662766",52000,5,71,468
"24662774",42800,20,66,761
"24662777",39600,5,71,352
"24662776",54800,5,61,413
"24662775",52800,0,62,386
"24662783",56000,0,63,521
"24662780",71000,5,58,455
"24662779",53600,5,65,495
"24662810",71000,0,64,517
"24662778",41200,15,62,577
"24662781",41200,15,59,497
"24662815",46000,15,67,851
"24662794",63200,5,67,608
"24662807",73000,10,55,508
"24662761",58400,10,63,554
"24662757",61600,5,65,579
"24662756",62800,5,68,545
"24662763",49600,5,66,560
"24662765",54800,10,71,687
"24662811",55600,10,56,556
"24662814",42800,15,66,842
"24662812",71000,5,56,384
"24662825",69500,5,56,327
"24662816",52000,10,62,633
"24662817",49600,15,64,756
"24663277",27200,140,22,2061
"24662848",64000,5,64,533
"24662822",69500,10,65,644
"24662824",79500,5,63,429
"24662823",78000,5,69,401
"24662887",73000,5,69,490
"24662821",37600,40,12,1202
"24662813",42000,20,61,616
"24662819",43600,15,14,1344
"24661353",76500,10,67,579
"24661354",74000,5,68,549
"24661363",82000,0,67,541
"24663396",,,,30
"24663302",73500,15,62,1201
"24660590",95000,5,57,350
"24660588",108000,5,59,527
"24663264",59600,15,67,1225
"24663299",52400,10,72,500
"24660586",81000,5,69,516
"24660587",93000,5,58,457
"24660585",79500,5,69,808
"24660606",67000,5,65,352
"24660584",87000,10,69,556
"24660583",71500,10,71,838
"24662570",75500,10,59,622
"24660605",68500,0,67,506
"24660604",70000,0,70,421
"24660552",54000,10,69,659
"24660551",60400,0,68,411
"24663285",79000,5,68,791
"24660550",55200,10,71,440
"24660562",44000,25,63,577
"24660565",56400,15,58,1034
"24662549",72500,10,60,495
"24662550",52400,15,41,1256
"24663266",59200,10,65,836
"24660560",126000,0,63,509
"24660564",89000,0,62,642
"24660603",87000,5,65,389
"24660546",47600,40,29,1008
"24663496",59200,30,53,869
"24660545",64000,10,70,721
"24661606",41600,30,55,492
"24660561",85000,5,62,637
"24660544",63200,5,65,543
"24661609",57600,25,62,1057
"24663262",62000,30,48,1496
"24660543",68500,5,67,494
"24660541",64000,5,64,521
"24660542",79500,0,62,429
"24660563",69000,5,65,568
"24660536",61600,50,64,1825
"24660540",44800,35,69,1259
"24660537",42400,35,70,886
"24660538",48400,5,68,442
"24660525",45200,10,66,400
"24660539",71000,10,67,675
"24660533",46800,30,64,489
"24663353",40400,25,63,658
"24663355",52000,40,67,2017
"24663495",54800,20,64,892
"24660526",70500,10,60,745
"24663494",,,,0
"24660530",71500,5,66,634
"24663357",53600,15,67,1006
"24661595",87000,15,53,507
"24663261",54400,20,53,1137
"24663352",49600,25,64,675
"24661572",66000,5,66,604
"24661575",91000,5,64,736
"24663137",127000,0,63,552
"24663136",92000,0,58,286
"24662279",44000,10,78,455
"24662257",99000,10,60,575
"24662258",99000,10,60,440
"24663135",94000,5,59,580
"24662262",64000,10,49,504
"24662260",93000,5,64,458
"24662259",85000,5,60,685
"24662261",65000,30,41,1284
"24663183",57600,5,70,516
"24662264",89000,0,66,498
"24662430",68500,5,68,540
"24662263",90000,0,68,520
"24662429",77000,0,69,417
"24662427",84000,5,65,506
"24662426",68000,5,72,898
"24662431",84000,0,61,471
"24662265",98000,5,67,556
"24662428",70000,5,66,447
"24662278",73000,0,69,748
"24662277",100000,5,60,625
"24662288",102000,0,60,440
"24662286",99000,5,63,391
"24662287",75000,0,60,438
"24663170",98000,0,59,480
"24663171",48800,15,59,593
"24663169",44400,15,58,622
"24662289",62000,5,64,819
"24663168",122000,0,66,352
"24662425",99000,0,64,500
"24662275",109000,0,64,571
"24662276",100000,5,58,495
"24662266",108000,0,66,505
"24662424",101000,0,63,546
"24662268",107000,0,59,281
"24662256",89000,0,65,503
"24662255",73500,0,67,473
"24662243",44000,10,69,632
"24662254",84000,0,65,455
"24662250",97000,5,57,537
"24662253",74500,5,70,410
"24662248",97000,5,44,474
"24662252",112000,0,61,349
"24662251",84000,5,65,526
"24662245",88000,0,61,446
"24662244",96000,0,62,473
"24662246",47200,25,66,1141
"24662247",,,,0
"24662242",54800,10,71,757
"24662241",55200,5,58,546
"24662240",54400,15,58,704
"24662239",66000,10,67,532
"24663407",116000,0,76,319
"24663088",113000,0,78,856
"24663485",88000,10,70,2412
"24663080",83000,5,76,650
"24663079",52000,10,73,391
"24663410",68500,15,75,422
"24663178",89000,0,59,378
"24662321",88000,5,60,518
"24663179",109000,0,60,373
"24662322",98000,5,63,740
"24662323",105000,5,70,570
"24662325",103000,0,76,742
"24663174",118000,5,70,836
"24663177",92000,0,61,402
"24662324",106000,5,70,623
"24662326",83000,5,65,643
"24663176",104000,0,63,458
"24662327",84000,5,62,579
"24662328",91000,5,66,518
"24663081",102000,0,74,442
"24663082",71000,5,66,505
"24663089",,,76,185
"24662384",77000,0,61,500
"24663018",42000,15,63,626
"24662379",101000,0,68,640
"24662380",78500,0,62,497
"24662382",86000,0,62,464
"24663019",60000,5,66,518
"24662383",65500,0,62,537
"24662381",82000,5,65,534
"24663020",54400,25,62,1980
"24663009",67500,0,64,662
"24663010",64500,5,67,336
"24663013",44000,10,56,572
"24663140",92000,5,63,871
"24663012",69000,5,70,483
"24663011",67500,10,65,649
"24662986",122000,5,57,374
"24662985",,,31,428
"24660042",41600,15,69,574
"24660043",42400,15,66,428
"24660037",56000,10,62,630
"24662924",74000,5,64,411
"24662925",50000,5,68,553
"24660036",45200,25,61,788
"24662926",54000,5,65,545
"24660035",96000,0,67,438
"24662927",44800,5,61,384
"24660034",92000,0,65,355
"24660033",76000,5,65,905
"24662929",48000,10,64,415
"24662928",80000,10,52,501
"24660032",74500,0,62,486
"24660031",85000,0,64,520
"24662930",87000,0,68,471
"24660006",63600,0,68,417
"24660005",,,68,231
"24660001",70500,5,61,651
"24660004",86000,0,65,273
"24663404",64500,5,73,586
"24660007",67500,5,61,685
"24660002",82000,5,67,542
"24660003",63600,5,66,303
"24660045",70000,5,66,459
"24660030",77500,5,68,1043
"24662931",70000,5,68,472
"24660029",92000,0,70,402
"24662933",84000,0,67,457
"24662932",48800,10,65,563
"24660028",88000,0,57,356
"24660027",61600,0,66,591
"24660022",83000,0,59,342
"24660021",54000,0,62,586
"24660024",66000,0,66,625
"24660026",,,61,754
"24660020",78500,0,57,455
"24660023",53600,5,69,541
"24660025",62800,5,70,589
"24662935",44400,20,53,703
"24660017",45200,5,73,515
"24663276",38000,50,53,1104
"24660013",67000,10,66,533
"24660014",84000,5,65,527
"24660015",44400,10,74,484
"24660010",57600,10,62,709
"24660011",40800,30,57,847
"24660012",63600,10,75,1065
"24660016",77000,0,70,688
"24662948",86000,5,68,1649
"24660008",71500,0,61,491
"24660009",,,68,236
"24662949",80000,0,70,756
"24663405",58800,5,74,563
"24663403",57200,0,73,588
"24663402",65500,0,75,742
"24662951",75000,10,69,632
"24662886",58000,5,69,523
"24662885",73000,5,62,548
"24662858",71000,10,62,766
"24662859",70000,5,64,574
"24662854",58000,15,59,640
"24662856",87000,5,61,280
"24662880",69500,5,59,397
"24662857",50400,10,63,326
"24662861",77000,15,63,654
"24662862",98000,0,67,632
"24662860",57200,35,59,1053
"24662864",67000,10,63,1177
"24662901",92000,10,71,515
"24662892",108000,5,67,586
"24662891",72000,5,69,542
"24662898",93000,5,64,467
"24662865",79000,5,64,582
"24662897",90000,5,69,1389
"24662943",112000,0,67,1321
"24662944",93000,5,71,482
"24662945",99000,0,71,513
"24662941",97000,0,74,476
"24662893",76000,5,64,567
"24662896",81000,0,68,554
"24662890",65500,0,68,501
